user_id,item_id,label
100003814,534278078105944064,0
100003814,509464271118688257,0
100003814,536915851233202176,0
100003814,506118402466152449,0
100003814,522782267215982592,0
100003814,510507736287961088,0
100003814,524952094986350592,0
100003814,536738726693847041,0
100003814,518924377791164420,0
100003814,522453569702989824,0
100003814,523939598691741696,0
100003814,509464457836511232,0
100005598,499679379820412928,0
100005598,500280838710247424,0
100005598,504131654810877952,0
100005598,501760566160289794,0
100005598,500298752469770240,0
100005598,500389488217309184,0
100005598,500381163866062848,0
100005598,500327106824245249,0
100005598,500391222075076610,0
100005598,500270780832174080,0
100005598,500278294055768064,0
100005598,500377906305327104,0
10000642,534205316620382208,0
10000642,516978780171436032,0
10000642,535474881090322432,0
10000642,536804445678755840,0
10000642,536915851233202176,0
10000642,516545908813475841,0
10000642,524926235030589440,0
10000642,524952094986350592,0
10000642,524211911668543488,0
10000642,532208816692416512,0
10000642,521922785254580225,0
10000642,531659884430106624,0
100008246,372901260183494656,0
100008246,372914976102834176,0
100008246,387006700609228801,0
100008246,386998038004113409,0
100008246,366025766183514112,0
100008246,387007120689737729,0
100008246,356297080169447425,0
100008246,357300409292959744,0
100008246,380140114552188928,0
100008246,380055172896272384,0
100008246,386682163862986752,0
100008246,356268980211687424,0
1000164918,525077806401994754,0
1000164918,524961908903149568,0
1000164918,516371936604352513,0
1000164918,510906049549705216,0
1000164918,524981436252950528,0
1000164918,516411927506206721,0
1000164918,500378223977721856,0
1000164918,519965814175567872,0
1000164918,524178388282802176,0
1000164918,507242819623587841,0
1000164918,534409916560461825,0
1000164918,532208816692416512,0
1000257210,536915851233202176,0
1000257210,536804445678755840,0
1000257210,535474881090322432,0
1000257210,534409916560461825,0
1000257210,536105045545472000,0
1000257210,535507913226190849,0
1000257210,535315394127728641,0
1000257210,536540403109879809,0
1000257210,534763214106820608,0
1000257210,536962520477470720,0
1000257210,536738726693847041,0
1000257210,536991428694376448,0
1000326727,407217865973329920,0
1000326727,407248574099894272,0
1000326727,407193347279699968,0
1000326727,407189015582887936,0
1000326727,407212665350942720,0
1000326727,407188779255222273,0
1000326727,407191058108256257,0
1000326727,407217471473451008,0
1000326727,407209222850756608,0
1000326727,407229989902225408,0
1000326727,407209892013821952,0
1000326727,407213772328022016,0
1000356188,531543620856197121,0
1000356188,526459255147491328,0
1000356188,524961908903149568,0
1000356188,506118402466152449,0
1000356188,531287426858487808,0
1000356188,524930365400821761,0
1000356188,517712193841037312,0
1000356188,519921456730607616,0
1000356188,500378223977721856,0
1000356188,536558567206420480,0
1000356188,523820806917603328,0
1000356188,507242819623587841,0
1000580305,407258075502899200,0
1000580305,407262953533353984,0
1000580305,407262869152358400,0
1000580305,407236151167025152,0
1000580305,407248574099894272,0
1000580305,407253198395555840,0
1000580305,407209222850756608,0
1000580305,407206094747209728,0
1000580305,407253554039386112,0
1000580305,407217471473451008,0
1000580305,407237676350185475,0
1000580305,407269894938718208,0
100062581,500298752469770240,0
100062581,499456140044824576,0
100062581,500290456845299714,0
100062581,500308076004929537,0
100062581,500295393301647360,0
100062581,500286058664579072,0
100062581,500279189405433858,0
100062581,500284699546517505,0
100062581,499366666300846081,0
100062581,500281131057811456,0
100062581,500278294055768064,0
