child_user_id;first_activity;last_activity;sd_days
100005598;2015-10-21 02:46:08.742;2015-12-08 16:27:06.404;24.43902677115657
1000157142;2015-06-27 01:37:19.167;2015-06-27 01:37:19.167;0.0
1000220582;2015-01-07 11:07:51.106;2015-01-09 16:21:12.888;0.8963350032657379
100040004;2015-10-10 16:25:18.667;2015-12-04 22:17:57.017;39.06403515002433
1000667646;2015-08-20 16:41:03.798;2015-11-09 15:45:09.323;57.248195896250785
1003130904;2015-06-27 00:40:00.287;2015-08-15 02:23:59.906;34.69929798308046
100332944;2014-12-14 23:22:41.024;2015-01-09 16:33:45.460;12.784453720323578
100349651;2015-10-14 17:11:34.908;2015-10-14 17:41:17.368;0.01458784205085386
1003669872;2015-06-27 01:47:17.090;2015-10-02 15:49:02.888;69.0027025928628
1004143693;2015-06-26 13:39:32.118;2015-06-26 13:39:32.118;0.0
1004387720;2015-06-29 02:30:39.534;2015-06-30 11:14:38.837;0.9644093777946817
1004484211;2015-06-22 16:40:24.765;2015-06-22 16:40:24.765;0.0
100479245;2014-10-22 15:11:33.517;2015-03-24 12:38:59.537;76.46176823552007
1004817067;2015-06-27 10:48:06.443;2015-12-03 00:41:37.879;112.1321703341004
1004859236;2015-09-11 22:30:12.953;2015-11-16 01:50:29.071;30.8264794139402
100538300;2015-06-21 15:42:33.335;2015-12-08 18:55:59.440;120.30313839834061
100564707;2015-01-07 11:14:38.351;2015-03-24 12:38:59.537;53.78153665422108
1005764143;2015-10-14 17:11:34.908;2015-12-08 16:27:06.404;38.86903364495892
1006414333;2015-08-30 06:03:34.702;2015-10-20 17:32:44.693;36.40085856086076
10070162;2014-10-22 15:24:32.586;2015-06-27 00:44:44.635;77.05806085154231
1007053832;2015-11-09 15:45:09.323;2015-11-09 20:35:37.776;0.14263631136395571
100708920;2014-10-22 15:58:15.199;2015-01-09 16:22:40.856;55.87343080637091
1007101814;2015-09-13 17:30:49.313;2015-09-13 17:30:49.313;0.0
1007121066;2014-08-10 11:28:53.887;2015-11-09 15:45:09.323;322.5665264231409
1007533944;2015-06-27 00:44:26.768;2015-06-27 00:44:44.635;0.0001462254271379037
1007907384;2015-12-03 01:35:46.513;2015-12-03 01:35:46.513;0.0
100909514;2015-08-19 11:18:05.315;2015-11-16 01:50:29.071;62.6537836057631
100951653;2015-12-03 01:01:55.077;2015-12-08 14:10:22.353;3.9227016797644922
1010168695;2015-08-19 02:11:23.309;2015-10-05 14:39:34.189;33.601410447960234
101111644;2015-06-27 00:44:44.635;2015-08-15 02:23:59.906;34.696970848832585
1012376300;2014-12-15 07:19:05.347;2015-12-08 18:55:59.440;142.6437149181542
101272456;2015-01-09 16:20:03.803;2015-01-09 16:33:45.460;0.006724528199816438
101304929;2014-12-14 23:45:51.539;2014-12-15 03:15:44.547;0.10306251565204216
1013132864;2015-01-07 12:23:18.100;2015-10-06 19:56:06.265;192.55539163209104
1013354095;2015-06-27 01:26:10.200;2015-06-27 13:40:07.517;0.2911720331061902
1013631061;2015-10-21 12:36:06.797;2015-11-16 19:21:45.132;13.103071440204571
1013796373;2015-11-22 11:18:08.828;2015-12-04 12:15:42.671;8.513547992369345
1014157956;2015-06-23 17:10:18.827;2015-08-15 02:23:59.906;37.04143746243078
101445204;2015-01-07 12:07:21.947;2015-01-07 12:07:21.947;0.0
101461325;2015-07-12 23:03:13.805;2015-07-30 15:05:06.291;12.49314039834057
101467879;2015-12-14 20:00:24.036;2015-12-14 20:00:24.036;0.0
101468911;2015-11-08 16:01:01.895;2015-11-24 17:12:05.811;9.01531445807253
1014730596;2015-07-07 15:59:25.654;2015-07-14 11:22:31.782;4.8137777744057715
101530940;2015-08-15 20:19:29.668;2015-08-20 16:41:03.798;3.4282740731751122
101541188;2014-10-22 16:53:58.195;2015-01-09 16:35:15.144;55.852244545013136
1015788055;2015-06-29 02:30:39.534;2015-12-04 23:55:49.460;69.1763800045653
1016153754;2015-06-27 00:44:44.635;2015-12-15 02:17:19.163;87.51983948430444
101631705;2015-06-27 01:34:31.906;2015-08-30 06:03:34.702;45.3869483537989
101637908;2014-10-22 15:24:32.586;2014-10-22 16:35:02.769;0.028267329789448254
1016588101;2014-08-10 11:28:53.887;2015-12-08 16:27:06.404;202.74052085255036
101729324;2014-12-14 23:50:42.032;2015-12-27 19:47:04.287;143.55369321730075
101739671;2015-06-25 12:56:43.731;2015-10-08 03:16:02.252;73.96106565806534
1018274174;2014-12-14 23:37:11.261;2014-12-15 04:37:43.418;0.14757708905179648
1018422037;2015-12-04 10:28:21.851;2015-12-04 10:28:21.851;0.0
1018560540;2014-12-15 01:38:48.169;2015-11-18 20:14:14.914;239.54982763401833
1018980438;2015-07-09 20:32:33.462;2015-12-03 15:12:25.508;103.78749689777653
1019031384;2015-11-02 16:45:09.126;2015-11-09 20:35:37.776;5.0629226093887585
101906114;2015-12-03 15:18:17.419;2015-12-03 15:18:17.419;0.0
101932773;2014-12-15 01:22:33.855;2014-12-15 04:46:18.590;0.10004853028650214
1019515410;2015-01-09 16:20:03.803;2015-03-24 12:38:59.537;52.21734564534904
101960646;2015-06-21 15:42:33.335;2015-11-09 20:35:37.776;65.73785852257919
10196452;2015-01-09 13:26:38.309;2015-01-09 13:31:54.252;0.0025857110858064376
1020184764;2015-06-27 00:44:44.635;2015-12-14 11:47:25.593;70.56571401220332
1020257318;2015-01-09 16:20:03.803;2015-06-27 02:18:07.638;119.08761635813079
1020320952;2014-10-22 15:58:15.199;2015-12-07 02:11:29.312;207.98060824842486
1020740042;2015-10-06 14:24:38.275;2015-10-14 17:11:34.908;5.738831438368672
1021025779;2015-01-07 12:34:33.776;2015-12-02 21:46:20.008;129.04395286713728
1021143493;2015-06-21 15:42:33.335;2015-06-21 15:42:33.335;0.0
102121246;2014-10-22 14:54:37.956;2015-06-27 00:40:49.467;174.94322233655782
1021502318;2015-06-27 03:35:02.003;2015-10-08 03:16:02.252;72.82267061891567
10221;2015-06-27 01:47:17.090;2015-12-08 16:27:06.404;116.39754546996042
102220407;2015-06-22 19:08:48.522;2015-06-25 12:56:43.731;1.9386118817015796
102304238;2015-07-21 21:06:05.933;2015-12-04 17:22:46.483;69.96805492151289
1023649345;2015-07-19 22:11:52.324;2015-12-06 21:29:28.532;98.97413070207583
1024166370;2015-06-21 15:42:33.335;2015-08-03 21:38:40.892;19.98456368967771
102477208;2014-10-22 15:24:32.586;2014-10-22 16:35:02.769;0.034620267187561435
1024830871;2015-08-15 02:23:59.906;2015-12-02 21:46:20.008;77.64539955494632
102495836;2015-06-21 15:42:33.335;2015-07-08 15:36:36.220;12.017892613062411
1025035982;2015-11-05 12:30:32.922;2015-11-05 12:30:32.922;0.0
1025451360;2015-11-10 05:08:22.355;2015-12-14 04:08:54.263;24.01242891625584
102548206;2015-06-21 15:42:33.335;2015-07-07 15:59:25.654;11.32199342525408
1025642856;2014-12-15 00:06:09.857;2014-12-15 01:22:33.855;0.03751592674578798
10257342;2015-08-20 16:41:03.798;2015-10-05 11:07:41.463;32.36321069941788
1025859013;2015-11-02 08:49:29.874;2015-11-02 18:42:09.314;0.1893232248974998
102590831;2015-01-09 16:19:36.089;2015-01-09 16:20:03.803;0.00022681432204066723
1026078007;2015-12-08 04:23:48.809;2015-12-08 04:23:48.809;0.0
102618075;2015-01-09 16:20:03.803;2015-01-09 16:33:45.460;0.006724528199816438
