item_id,item_idx
80080680482123777,0
80084555733803009,1
265953285247209472,2
273182568298450945,3
273278761909239808,4
295152287901417472,5
295944137948151809,6
318263294098030593,7
319166636902998016,8
326137285450018817,9
334722003057647616,10
336873759271157760,11
336913656921083904,12
348203818741272576,13
348204426659508226,14
348209998565879810,15
351767344097398785,16
352075672543428608,17
356268980211687424,18
356297080169447425,19
356310469390245888,20
356407105953071107,21
356437941641416705,22
357299879070023680,23
357300409292959744,24
358591089462099968,25
364383457545162754,26
364589696573124609,27
365052155385749505,28
365056836476481537,29
365276206381268995,30
365497016098369536,31
366025766183514112,32
366205297557110784,33
369506008172740608,34
370855596050108416,35
372489152903643136,36
372901260183494656,37
372914976102834176,38
376874273601630208,39
376982539132366848,40
377002232257855488,41
377519445578895360,42
380055172896272384,43
380140114552188928,44
386682163862986752,45
386998038004113409,46
387006553124896768,47
387006700609228801,48
387007120689737729,49
387009577763360768,50
387010299536355328,51
387021726007042051,52
387030572779847680,53
387031585834278912,54
387041762331471872,55
387050178932654080,56
387220814531395584,57
387233034350514176,58
387236601450864641,59
387237225286479872,60
387281927427727360,61
387309869080281088,62
387353560356118528,63
407156621450571777,64
407158558158254081,65
407159686786732032,66
407161635439013888,67
407162181059612672,68
407163499723624449,69
407163869673443328,70
407164247768977409,71
407164597511393280,72
407167258452971520,73
407167928313081856,74
407169212428206080,75
407169699559247872,76
407169885345943552,77
407170170533064705,78
407170443443859456,79
407173794583695360,80
407174474207731712,81
407176055657484289,82
407176873605865472,83
407177474788057088,84
407179055763836928,85
407181813174788096,86
407182194206322689,87
407182466613792768,88
407184707118309376,89
407184730988097536,90
407185422523977728,91
407187197427593217,92
407188779255222273,93
407189015582887936,94
407191058108256257,95
407191144880439298,96
407192027714322432,97
407192126032986112,98
407192370040803329,99
407193347279699968,100
407197113286545409,101
407197672702214144,102
407198255793987584,103
407198615137181696,104
407205009676587009,105
407205235682050048,106
407205404075376640,107
407206094747209728,108
407209131351629824,109
407209222850756608,110
407209892013821952,111
407211258304552960,112
407212665350942720,113
407213757048160256,114
407213772328022016,115
407217471473451008,116
407217865973329920,117
407218583135997953,118
407223928084766721,119
407229989902225408,120
407231591191035904,121
407231740764508161,122
407232661107642368,123
407233172380733441,124
407234399093022720,125
407236151167025152,126
407237676350185475,127
407244865018155008,128
407248574099894272,129
407253198395555840,130
407253554039386112,131
407254590363426816,132
407258075502899200,133
407262869152358400,134
407262953533353984,135
407264593027670016,136
407267881131732992,137
407269894938718208,138
407275991610818560,139
407279190913069056,140
407290084593913856,141
407290871856369664,142
407292452060815360,143
427652211414274048,144
427662266993889280,145
427666815842414592,146
427689948398231552,147
427690961280696320,148
427725166127226881,149
427762638274437120,150
427780584979836929,151
427831952826449920,152
427846006600777729,153
427924694663454720,154
427944719612915712,155
428366153149194240,156
435998882250899456,157
436001434212249600,158
436074888638763008,159
436089462326849536,160
436157173161144321,161
436157398269849602,162
436160836524965891,163
436195672677953536,164
436215971272212480,165
445495350171013120,166
450341615979069440,167
455525437351800832,168
470025166760980483,169
482880640560271361,170
489794369487380480,171
489794593580650497,172
489794696013967360,173
489796088338341888,174
489796998615547904,175
489798219283857408,176
489798752358916096,177
489798752438583297,178
489800427152879616,179
489802446001434625,180
489812926828924928,181
489816746405007360,182
489818014364086273,183
489820657291911168,184
489829414704648192,185
489833932813516800,186
489836271049928704,187
489836441120145408,188
489841070818488320,189
489854703321509888,190
489865454312099840,191
489867900296368129,192
489872119158046720,193
489872500462190593,194
489874311143260160,195
489887806018183168,196
489902412900343809,197
489968646014246912,198
489970164469751808,199
489974591985840128,200
489975398151618560,201
490080544949276672,202
490136764619948032,203
490141776984825856,204
491200302365040640,205
491241885399539712,206
491591245152935936,207
495305620342714369,208
495365942726381568,209
495366618818830336,210
495583434954514432,211
496698590153416704,212
497073936077959169,213
498280126254428160,214
498430783699554305,215
499366666300846081,216
499368931367608320,217
499456140044824576,218
499530130487017472,219
499612545909415938,220
499679379820412928,221
499683602452717569,222
500258409988763649,223
500270780832174080,224
500278045597368320,225
500278294055768064,226
500279160795721728,227
500279189405433858,228
500280422295937024,229
500280838710247424,230
500281094239817728,231
500281131057811456,232
500284699546517505,233
500286058664579072,234
500288349924782080,235
500290456845299714,236
500294803402137600,237
500295393301647360,238
500298752469770240,239
500303431928922113,240
500307001629745152,241
500308076004929537,242
500319675797209088,243
500319801344929795,244
500327106824245249,245
500327120770301952,246
500332933098385408,247
500341884678836224,248
500347114975944705,249
500354773133299713,250
500363126294863876,251
500363740311982081,252
500371149713178625,253
500377145349521411,254
500377906305327104,255
500378223977721856,256
500378522788315137,257
500381163866062848,258
500389488217309184,259
500391222075076610,260
500394061887709184,261
500413818368184321,262
501474962935648256,263
501760566160289794,264
501768276523761666,265
501774251901198336,266
501774615837163521,267
501781217411215360,268
501785003144273921,269
501827465032237056,270
501881262240694272,271
