user_idx,item_idx
37533,493
38058,493
27322,493
1852,493
12173,493
29518,493
32003,493
22230,493
34036,493
19698,493
31005,493
11742,493
26608,493
32003,493
15626,493
16990,493
4950,493
19360,493
15474,493
35344,493
14430,493
33705,493
25489,493
21288,493
5279,493
29631,493
36478,493
18431,493
36568,493
31089,493
16916,493
21224,493
36396,493
13676,493
7650,493
10224,493
19698,493
18867,493
2805,493
14492,493
38202,493
22230,493
16405,493
16584,493
22054,493
21545,493
15683,493
15895,493
5559,493
16411,493
17741,493
18166,493
19809,493
34030,493
27342,493
7658,493
3485,493
32628,493
29351,493
28369,493
17718,493
30106,493
20965,493
1831,493
18610,493
27953,493
431,493
5020,493
8409,493
21024,738
33590,738
25750,738
24384,738
35850,738
19109,738
17498,738
16132,738
18351,738
3862,738
32986,738
30813,738
24560,738
31067,738
12890,738
16223,738
31862,738
5364,738
16824,738
15151,738
31519,738
18945,738
31823,738
7721,738
5583,738
24365,738
18332,738
4118,738
17464,738
12308,738
30584,738
16753,738
24156,738
11985,738
21541,738
23291,738
7349,738
13173,738
6617,738
9455,738
12308,738
20128,738
37482,738
22831,738
22584,738
26202,738
34815,738
30636,738
14288,738
26835,738
22465,738
35806,738
36063,738
2517,738
12661,738
30542,738
5507,738
26321,738
9971,738
18348,738
12975,738
10107,738
19426,738
2540,738
13146,738
38650,738
29964,738
30004,738
24513,738
38050,738
18334,738
4718,738
31393,738
18976,738
25995,738
2751,738
17630,738
38459,738
11432,501
19205,501
11251,501
17808,501
18602,501
13265,501
2778,501
1925,501
432,501
12918,501
36521,501
2146,501
20546,501
36422,501
15379,501
17662,501
1504,501
32457,501
27410,501
9310,501
8710,501
25872,501
33364,501
19641,501
29776,501
34450,501
23613,501
24645,501
23613,501
24084,501
27944,501
31398,501
29356,501
29772,501
32431,501
2772,501
1750,501
1750,501
2772,501
1750,501
36363,501
21744,501
24863,501
14984,501
11975,501
4190,505
28841,505
3597,505
12983,505
21912,505
11796,505
17593,505
10692,505
21125,505
274,505
6560,505
35111,505
3833,505
5241,505
34915,505
29209,505
37794,505
22820,505
29758,505
9665,505
1409,505
3795,505
33389,505
22989,505
8450,505
13016,505
38093,505
10709,505
36424,505
22798,505
15946,505
34706,505
14006,505
719,505
32307,505
3492,505
31261,505
10709,505
14178,505
29613,505
34201,505
262,647
19009,647
26618,647
37985,647
31835,647
15699,647
10783,647
2256,647
1277,647
29778,647
14548,647
4214,647
31835,647
3416,647
25281,647
38352,647
8159,647
31257,647
34456,647
34886,647
23422,647
36990,647
11627,647
29144,647
5072,647
28422,647
32915,647
4913,647
27111,647
26956,647
29209,647
37230,647
36010,647
15677,647
6766,647
26692,647
20733,647
930,647
22842,647
37336,647
385,647
10680,647
37520,647
37990,647
19727,647
9379,647
37471,647
7301,647
23576,647
27960,647
2654,647
8317,647
35658,647
22753,647
10649,647
38021,647
10649,647
25281,647
8138,647
31704,647
37853,647
17875,647
12318,647
2568,647
6766,647
15173,647
34310,647
16294,647
30528,647
26564,647
32648,647
28054,647
27703,647
2500,647
5243,647
18386,647
28622,647
27320,647
32242,647
23085,647
2304,647
18768,647
21550,647
25532,647
32242,647
22658,647
13860,647
5456,647
19072,647
27381,647
14615,647
28349,647
28873,647
12550,647
3009,647
22418,647
6615,647
29930,647
4082,647
25300,647
33044,647
3169,647
25300,647
22360,647
35827,647
18629,647
37124,647
37692,647
29377,647
15501,647
24236,647
14162,647
12738,647
14423,647
14532,647
6235,647
26929,647
14073,647
28797,647
17079,647
7140,647
32740,647
15056,647
780,647
35442,647
117,647
13160,647
6690,647
36521,647
24129,647
29189,647
6482,647
7983,647
9628,647
8597,647
37825,647
21734,647
38396,647
37825,647
37162,647
26304,647
5831,647
17610,647
444,647
28710,647
14755,647
2092,647
24747,647
11341,647
2402,647
8199,647
34156,647
30561,647
18140,647
1629,647
27237,647
21836,647
12028,647
6398,647
35882,647
18854,647
2053,647
21836,647
25794,647
28803,647
10623,647
35569,647
37477,647
37477,647
4449,647
33690,647
37418,647
21499,647
3498,647
22730,647
164,647
32778,647
17177,647
4545,647
2400,647
38440,647
4329,647
4200,647
11582,647
26016,647
35140,647
27747,647
27747,647
27074,647
36822,647
30127,647
5778,647
22486,647
36918,647
34461,647
34830,647
36759,647
6474,647
31165,647
18095,647
31315,647
5755,647
21407,647
4341,647
30387,647
27288,647
17540,647
21202,647
2953,647
28289,647
36210,647
5243,647
27641,647
5193,647
6839,647
20693,647
16900,647
35198,647
33029,647
33860,647
35369,647
20136,647
4173,647
34568,647
34568,647
12259,647
29081,647
24820,647
7077,647
22457,647
28985,647
28469,647
37507,647
22457,647
11603,647
36791,647
36870,647
15042,647
17501,647
1865,647
16978,647
26284,647
2389,647
16379,647
185,647
8692,647
8692,647
27331,647
8664,647
34399,647
27632,647
22150,647
34263,647
3588,647
27468,647
5880,647
34851,647
14470,647
21319,647
20767,647
19120,647
28709,647
19717,647
677,647
19560,647
2091,647
36170,647
37568,647
27120,647
25012,647
25012,647
37990,647
8961,647
9335,647
32168,647
23768,647
30625,647
34789,647
21928,647
6443,647
27657,647
38372,647
722,647
16522,647
6647,647
17189,647
35670,647
10062,647
6693,647
32855,647
18509,647
28492,647
14786,647
19588,647
38122,647
28051,647
24470,647
19095,647
14286,647
20809,647
16425,647
1216,647
1719,647
31651,647
19522,647
27845,647
21087,647
36597,647
7738,52
33012,52
24762,52
24760,52
10373,52
3065,52
18235,52
21932,52
9732,52
6235,52
24854,52
3814,52
23247,52
25478,52
5663,52
31122,52
3335,52
9732,52
5127,52
31122,52
1676,52
25503,52
17000,52
6543,52
5864,52
20201,52
5759,52
8541,52
2172,52
30665,52
30393,52
12827,52
20370,52
21707,52
5219,52
31638,52
6992,52
13109,52
18734,52
31720,52
6992,52
25733,52
25169,52
25518,52
13540,52
25405,52
9659,52
28069,52
9815,52
25381,52
5812,52
24770,52
29377,52
30531,52
33156,52
30574,52
29287,52
31975,52
9885,52
31975,52
1598,52
31766,52
28800,52
28800,52
32436,52
14180,52
14180,52
5887,52
14945,52
5887,52
14945,52
24845,52
5924,52
9922,52
21680,52
20240,52
21316,52
19511,52
34285,467
7040,467
26119,467
24641,467
10051,467
35711,467
10051,467
